pakus.code,sample,Species,Genus,Family,Order,Class,Phylum,country,room,room.code,month,collection.date,source,isolate.num
NA,PK-Pub1-MO3-D1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,D,1
NA,US-IOH-MO1-D6,Pseudomonas atacamensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,1,20180220,D,6
NA,PK-Pub1-MO3-F1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,F,1
NA,PK-Pub1-MO2-FC1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,FC,1
NA,PK-Pub1-MO4-F1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,4,20180718,F,1
NA,PK-Pub2-MO1-B4,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,B,4
NA,PK-Pub1-MO3-2min1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,2min,1
NA,PK-Pub1-MO3-FC1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,FC,1
NA,PK-Pub2-MO2-B3,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,2,20180402,B,3
NA,PK-Pub2-MO3-Air1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,Air,1
NA,PK-Pub2-MO3-B1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,B,1
NA,PK-Pub2-MO3-F1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,F,1
NA,PK-Pub2-MO3-FC1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,FC,1
NA,PK-Pub2-MO4-F1,Stenotrophomonas maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,F,1
NA,PK2-MO1-ICU-D3,Stenotrophomonas sp. ICU-B4,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,D,3
NA,PK4-MO3-ICU-B4,Stenotrophomonas sp. ICU-B4,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,3,20180501,B,4
NA,PK-Pub1-MO2-Air1,Stenotrophomonas sp. ICU-D2,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,Air,1
NA,PK3-MO2-ICU-D9,Stenotrophomonas sp. ICU-D9,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,2,20180402,D,9
NA,PK3-MO3-ICU-F1,Stenotrophomonas sp. ICU-F12,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,3,20180501,F,1
NA,PK1-MO3-ICU-F3,Stenotrophomonas sp. ICU-F32,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,F,3
NA,PK1-MO1-ICU-FC1,Stenotrophomonas sp. ICU-FC1,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,FC,1
NA,PK1-MO1-ICU-FC2,Stenotrophomonas sp. ICU-FC1,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,FC,2
NA,PK1-MO4-ICU-F2,Stenotrophomonas sp. ICU-FC2,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,F,2
NA,PK1-MO2-ICU-FC2,Stenotrophomonas sp. ICU-FC2,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,2,20180402,FC,2
NA,PK-Prv1-MO1-D4,Stenotrophomonas sp. PRV1-D4,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,1,20180227,D,4
NA,PK-Prv1-MO3-Air3,Stenotrophomonas sp. PRV1-D4,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,Air,3
NA,PK-Prv1-MO3-D3,Stenotrophomonas sp. PRV1-D4,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,D,3
NA,PK-Prv2-MO4-D2,Stenotrophomonas sp. PRV2-D2,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,4,20180718,D,2
NA,PK-Prv2-MO3-D6,Stenotrophomonas sp. PRV2-D6,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,3,20180501,D,6
NA,PK-Pub2-MO1-F2,Stenotrophomonas sp. PUB2-F2,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,F,2
270,GCF_003939885.1_ASM393988v1_genomic,Achromobacter aegrifaciens,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160426,washroom sink,NA
AD_173,GCF_003939895.1_ASM393989v1_genomic,Achromobacter denitrificans,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160426,washroom sink,NA
AB_002,GCF_003941605.1_ASM394160v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,nursing call button,NA
AB_014,GCF_003941585.1_ASM394158v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside rail,NA
AB_020,GCF_003941545.1_ASM394154v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,bedside light switch,NA
AB_023,GCF_003941525.1_ASM394152v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160329,washroom sink,NA
AB_025,GCF_003941815.1_ASM394181v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,nursing call button,NA
AB_026,GCF_003941785.1_ASM394178v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,bedside rail,NA
AB_029,GCF_003941795.1_ASM394179v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,bedside light switch,NA
AB_035,GCF_003941515.1_ASM394151v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160329,alcohol foam dispenser,NA
AB_036,GCF_003941505.1_ASM394150v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,nursing call button,NA
AB_039,GCF_003941485.1_ASM394148v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,bedside rail,NA
AB_043,GCF_003941735.1_ASM394173v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160412,bedside light switch,NA
AB_053,GCF_003941755.1_ASM394175v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160426,washroom sink,NA
AB_056,GCF_003941435.1_ASM394143v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,nursing call button,NA
AB_062,GCF_003941425.1_ASM394142v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160510,alcohol foam dispenser,NA
AB_074,GCF_003941405.1_ASM394140v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160705,washroom sink,NA
AB_077,GCF_003941715.1_ASM394171v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160329,bedside rail,NA
AB_083,GCF_003941695.1_ASM394169v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160329,washroom sink,NA
AB_085,GCF_003941415.1_ASM394141v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160329,alcohol foam dispenser,NA
AB_088,GCF_003941385.1_ASM394138v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,nursing call button,NA
AB_091,GCF_003941315.1_ASM394131v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,bedside rail,NA
AB_094,GCF_003941685.1_ASM394168v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,bedside light switch,NA
AB_095,GCF_003941295.1_ASM394129v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,washroom sink,NA
AB_097,GCF_003941645.1_ASM394164v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160412,alcohol foam dispenser,NA
AB_098,GCF_003941325.1_ASM394132v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,nursing call button,NA
AB_100,GCF_003941285.1_ASM394128v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,bedside rail,NA
AB_102,GCF_003941625.1_ASM394162v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,bedside light switch,NA
AB_104,GCF_003941305.1_ASM394130v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,washroom sink,NA
AB_107,GCF_003941245.1_ASM394124v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160426,alcohol foam dispenser,NA
AB_115,GCF_003941255.1_ASM394125v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160510,washroom sink,NA
AB_126,GCF_003941185.1_ASM394118v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160524,alcohol foam dispenser,NA
AB_140,GCF_003941615.1_ASM394161v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160705,washroom sink,NA
AB_145,GCF_003941205.1_ASM394120v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,bedside rail,NA
AB_147,GCF_003941195.1_ASM394119v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,bedside light switch,NA
AB_149,GCF_003941145.1_ASM394114v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,washroom sink,NA
AB_152,GCF_003941125.1_ASM394112v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160329,alcohol foam dispenser,NA
AB_156,GCF_003940135.1_ASM394013v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,bedside rail,NA
AB_159,GCF_003940125.1_ASM394012v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,bedside light switch,NA
AB_161,GCF_003941135.1_ASM394113v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,washroom sink,NA
AB_165,GCF_003940105.1_ASM394010v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160412,alcohol foam dispenser,NA
AB_168,GCF_003940965.1_ASM394096v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160426,nursing call button,NA
AB_170,GCF_003941085.1_ASM394108v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160426,bedside rail,NA
AB_172,GCF_003940915.1_ASM394091v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160426,bedside light switch,NA
AB_186,GCF_003939655.1_ASM393965v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160524,washroom sink,NA
AB_191,GCF_003940895.1_ASM394089v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,nursing call button,NA
AB_193,GCF_003940875.1_ASM394087v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,bedside rail,NA
AB_194,GCF_003941095.1_ASM394109v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160607,bedside light switch,NA
AB_203,GCF_003941065.1_ASM394106v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20160705,alcohol foam dispenser,NA
AB_221,GCF_003939645.1_ASM393964v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,nursing call button,NA
AB_230,GCF_003941025.1_ASM394102v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,bedside rail,NA
AB_235,GCF_003940075.1_ASM394007v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,bedside light switch,NA
AB_258,GCF_003940865.1_ASM394086v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160426,nursing call button,NA
AB_261,GCF_003940925.1_ASM394092v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160426,bedside rail,NA
AB_267,GCF_003940065.1_ASM394006v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160426,bedside light switch,NA
AB_272,GCF_003941015.1_ASM394101v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160426,alcohol foam dispenser,NA
AB_331,GCF_003939625.1_ASM393962v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160607,alcohol foam dispenser,NA
AB_347,GCF_003939595.1_ASM393959v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160927,nursing call button,NA
AB_349,GCF_003939585.1_ASM393958v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160927,bedside rail,NA
AB_353,GCF_003939565.1_ASM393956v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160927,alcohol foam dispenser,NA
AB_359,GCF_003939545.1_ASM393954v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20170321,alcohol foam dispenser,NA
AB_363,GCF_003940045.1_ASM394004v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160927,nursing call button,NA
AB_364,GCF_003939525.1_ASM393952v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160927,bedside rail,NA
AB_368,GCF_003939505.1_ASM393950v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20170321,bedside rail,NA
AB_369,GCF_003939465.1_ASM393946v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20170321,bedside light switch,NA
AB_374,GCF_003939475.1_ASM393947v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20170321,alcohol foam dispenser,NA
AB_381,GCF_003939445.1_ASM393944v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20170321,nursing call button,NA
AB_382,GCF_003940015.1_ASM394001v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20170321,bedside rail,NA
AB_387,GCF_003940005.1_ASM394000v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20170321,alcohol foam dispenser,NA
AB_389,GCF_003940395.1_ASM394039v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160927,nursing call button,NA
AB_390,GCF_003939985.1_ASM393998v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160927,bedside rail,NA
AB_391,GCF_003940365.1_ASM394036v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160927,bedside light switch,NA
AB_394,GCF_003940335.1_ASM394033v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160927,alcohol foam dispenser,NA
AB_396,GCF_003939955.1_ASM393995v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20170321,bedside rail,NA
AB_397,GCF_003939935.1_ASM393993v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20170321,bedside light switch,NA
AB_401,GCF_003939415.1_ASM393941v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20170321,alcohol foam dispenser,NA
AB_US_1,GCF_003939395.1_ASM393939v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,US-1,US-ICU-5,NA,20160329,nursing call button,NA
AB_US_10,GCF_003940325.1_ASM394032v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,US-1,US-ICU-5,NA,20160412,bedside rail,NA
AB_US_2,GCF_003939385.1_ASM393938v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,US-1,US-ICU-5,NA,20160329,bedside rail,NA
AB_US_6,GCF_003939925.1_ASM393992v1_genomic,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,US-1,US-ICU-5,NA,20160329,bedside light switch,NA
AJ_082,AJ_082,Acinetobacter johnsonii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-2,PAK-ICU-6,NA,20160329,washroom sink,NA
AJ_385,GCF_003940285.1_ASM394028v1_genomic,Acinetobacter johnsonii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-3,PAK-ICU-7,NA,20170321,washroom sink,NA
AJ_068,AJ_068,Acinetobacter junii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160524,washroom sink,NA
AJ_243,GCF_003939835.1_ASM393983v1_genomic,Acinetobacter junii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-4,PAK-ICU-8,NA,20160412,washroom sink,NA
AJ_351,AJ_351,Acinetobacter junii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160927,washroom sink,NA
AJ_356,GCF_003940305.1_ASM394030v1_genomic,Acinetobacter junii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20170321,washroom sink,NA
AL_065,AL_065,Acinetobacter lwoffii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,PAK-1,PAK-ICU-5,NA,20160524,bedside rail,NA
